education,experience,industry,interest,location,lookin4,offer,skill,uid
Mathematics and Computer Science,"Customer Success Director,Naval Flight Officer,Staff Manager, IT","96,118,4,6",,San Diego,"Clients,Exchange of Ideas,Industry Expertise,Professional Networking,Socializing","Consultancy Work,Exchange of Ideas,Professional Networking,Services/Products,Socializing","Cloud Computing,DevOps,Integration",5abdb28fb85678002483c86d
,,"9,10",,,"Clients,Exchange of Ideas,Professional Networking,Socializing","Consultancy Work,Exchange of Ideas,Mentorship,Talent / Available for Work,Professional Networking",,5abdca4ab85678002483c876
,,80,,Puteaux,A New Job,Exchange of Ideas,,5abdf806b85678002483c88e
,,65,,DSM,"Business Partner,Co-founders,Professional Networking,Service/Product Providers,Socializing","Business Partner,Professional Networking,Socializing,Services/Products,Investment Opportunity",,5abe6352b85678002483c8b3
,,"4,96,6",,San Diego,"A Mentor,A New Job,Exchange of Ideas,Professional Networking,Socializing","Consultancy Work,Exchange of Ideas,Industry Expertise,Internship",,5abe8068a3a0d80024661a39
,,"96,80,102,25,115",,San Diego,"Socializing,Co-founders,Exchange of Ideas,Professional Networking,Clients","Mentorship,Services/Products,Talent / Available for Work,Industry Expertise,Freelancing",,5abee812a3a0d80024661a98
,,"6,4,99,140,127",,Thousand Oaks,A Mentor,"Freelancing,Consultancy Work,Mentorship,Services/Products,Talent / Available for Work",,5abfaaf6a3a0d80024661ab7
,,"140,99",,,"Co-founders,Exchange of Ideas,Professional Networking,Projects,Socializing","Co-founders,Exchange of Ideas,Freelancing,Professional Networking,Socializing",,5abfd5d7a3a0d80024661ad9
,,"28,115,36,80,113",,Casa De Oro-Mount Helix,"Co-founders,Funding,I am hiring,Professional Networking,Clients","Internship,Services/Products,Job Positions,Investment Opportunity,Talent / Available for Work",,5abfea82a3a0d80024661ae0
,,"100,102,90",,San Diego,"Professional Networking,A Mentor,Exchange of Ideas","Professional Networking,Socializing,Talent / Available for Work,Freelancing,Consultancy Work",,5ac031eba3a0d80024661b1e
,,,,,,,,5ac08c62a3a0d80024661b6e
,,,,,,,,5ac0e253a3a0d80024661b6f
,,,,,,,,5ac0e25aa3a0d80024661b70
,,,,,,,,5ac0e25ba3a0d80024661b71
,,,,,,,,5ac0e25da3a0d80024661b72
,,,,,,,,5ac0e261a3a0d80024661b73
,,,,,,,,5ac0e2a5a3a0d80024661b74
,,,,,,,,5ac0e2aea3a0d80024661b75
,,,,,,,,5ac0e2afa3a0d80024661b76
,,,,,,,,5ac0e2afa3a0d80024661b77
,,,,,,,,5ac0e2afa3a0d80024661b78
,,,,,,,,5ac0e2e0a3a0d80024661b79
,,,,,,,,5ac0e2e1a3a0d80024661b7a
,,,,,,,,5ac0e371a3a0d80024661b7b
,,"4,114,3,1,7",,San Diego,"A Mentor,A New Job,Internship,Professional Networking,Socializing","Consultancy Work,Exchange of Ideas,Freelancing,Socializing,Talent / Available for Work",,5ac3eb3d4176e5001fa1d372
,,67,,Sienna Plantation,Socializing,Socializing,,5ac411d64176e5001fa1d390
,,122,,Paris,"A New Job,Business Partner","Freelancing,Industry Expertise",,5ac4fb5d4176e5001fa1d423
,,96,,Cachan,"Co-founders,Business Partner,Projects,Service/Product Providers,Exchange of Ideas","Exchange of Ideas,Co-founders",,5ac500da4176e5001fa1d428
,,"130,12,15,70",,Paris,"Socializing,A Mentor,Professional Networking","Consultancy Work,Exchange of Ideas,Socializing,Professional Networking",,5ac508154176e5001fa1d434
Molecular Biology,Senior postdoc,"70,12,15,17","Drawing,Music,Singing In Choir",Paris,"A New Job,Industry Expertise,Professional Networking,Business Partner,A Mentor","Consultancy Work,Business Partner,Professional Networking,Talent / Available for Work,Exchange of Ideas","Project Management,Reports,Research and Analysis",5ac51f434176e5001fa1d471
,,"12,70,114",,Paris,"A Mentor,A New Job,Exchange of Ideas","Freelancing,Exchange of Ideas,Consultancy Work",,5ac5518f4176e5001fa1d4ab
,,"70,12,15","Biotechnologies,Cell Biology,Climbing,Running",Lyon,"A New Job,Exchange of Ideas,Professional Networking,Socializing","Exchange of Ideas,Freelancing,Professional Networking,Talent / Available for Work,Socializing",,5ac552c74176e5001fa1d4b2
,,"15,12,14,68,103",,"Paris Area, France","Professional Networking,A New Job,Industry Expertise","Job Positions,Industry Expertise,Business Partner",,5ac5d05e4176e5001fa1d4c0
,,70,,Paris,"A New Job,Professional Networking,Exchange of Ideas,Socializing","Talent / Available for Work,Professional Networking,Exchange of Ideas,Socializing",,5ac5db994176e5001fa1d4c4
,,"70,12,14,15",,Courcouronnes,"A New Job,Exchange of Ideas,Professional Networking","Consultancy Work,Professional Networking",,5ac5fc324176e5001fa1d4f5
,,"75,12,14,17,15",,"Paris Area, France","A New Job,Exchange of Ideas,Professional Networking,Projects,A Mentor","Exchange of Ideas,Professional Networking,Services/Products,Talent / Available for Work,Business Partner",,5ac6081a4176e5001fa1d513
"Biology, General,Immunology,Onco-immunology","Master degree internship,PhD in onco-immunology","70,12,15","Judo,Literature,Music,Playing Music,Travel",Paris,"A New Job,Professional Networking","Professional Networking,Talent / Available for Work,Socializing","Cell Biology,ELISA,English,Flow Cytometry,Immunology,Molecular Biology,Oncology,Project Management,Statistical Analysis,qPCR",5ac60a504176e5001fa1d51a
,,"66,63,12,17,15",,Paris,"Industry Expertise,Professional Networking,Projects","Exchange of Ideas,Socializing,Mentorship",,5ac60c684176e5001fa1d522
,,"12,70,68",,Paris,"A New Job,A Mentor,Industry Expertise,Professional Networking,Projects","Exchange of Ideas,Mentorship,Professional Networking,Socializing,Talent / Available for Work",,5ac6272e4176e5001fa1d548
,,"15,80,17,11,130",,Puteaux,"A New Job,A Mentor","Exchange of Ideas,Industry Expertise,Consultancy Work,Socializing,Talent / Available for Work",,5ac6378a4176e5001fa1d55a
,,"12,15,14,17,70",,"Paris Area, France","Exchange of Ideas,Industry Expertise,Projects,Professional Networking,Socializing","Exchange of Ideas,Industry Expertise,Professional Networking,Socializing",,5ac646b04176e5001fa1d595
,,"70,63,18,54",,Paris,"Professional Networking,A New Job,A Mentor,Exchange of Ideas,Projects","Exchange of Ideas,Professional Networking,Talent / Available for Work",,5ac64a9c4176e5001fa1d59a
,,"12,70,100",,"Paris Area, France","Professional Networking,Industry Expertise,A Mentor,A New Job,Socializing","Exchange of Ideas,Socializing,Talent / Available for Work",,5ac65bb14176e5001fa1d5fe
,,"12,68,70,4",Engineering Science,Bures-sur-Yvette,"A New Job,Professional Networking,Projects,Exchange of Ideas,Co-founders","Consultancy Work,Exchange of Ideas,Freelancing,Talent / Available for Work,Professional Networking","Big Data,Bioinformatics,Machine Learning Algorithms,Mathematical Biology,Modelling Biological Systems,Parallel Computing Concepts,Programming,Software,Statistical Analysis",5ac65c1f4176e5001fa1d601
,,"15,12",,Paris,"A Mentor,A New Job,Exchange of Ideas,Professional Networking,Projects","Consultancy Work,Exchange of Ideas,Talent / Available for Work",,5ac65e2a4176e5001fa1d608
"Marketing/Marketing Management, General,Biology/Biological Sciences, General",,"15,12,17",,Pomponne,"A New Job,Exchange of Ideas,Professional Networking,Socializing","Exchange of Ideas,Professional Networking,Socializing,Talent / Available for Work",,5ac65eab4176e5001fa1d60b
,,15,,Paris,"A New Job,A Mentor","Exchange of Ideas,Mentorship,Professional Networking,Socializing,Talent / Available for Work",,5ac660984176e5001fa1d614
,,"15,124,12",,Villemomble,"Projects,Socializing,Industry Expertise,A New Job,Business Partner","Socializing,Talent / Available for Work,Exchange of Ideas",,5ac661af4176e5001fa1d62c
,,"14,15,13,12,70","Biochemistry,Cuisine",,"Exchange of Ideas,Internship,Professional Networking,Socializing,Investment Opportunities","Professional Networking,Talent / Available for Work,Socializing,Exchange of Ideas,Consultancy Work",,5ac684a24176e5001fa1d6a8
,,"12,15,114,14,70",Walking,Lyon,"Internship,Socializing","Socializing,Exchange of Ideas",,5ac68bd44176e5001fa1d6ab
,,"12,15,114,70,54",,Saint-Mard-de-Réno,"Internship,Projects,A New Job,Professional Networking,Industry Expertise","Socializing,Talent / Available for Work,Exchange of Ideas",,5ac6918f4176e5001fa1d6d3
,,"10,9",,San Diego,"A Mentor,Clients,Exchange of Ideas,A New Job,Professional Networking","Professional Networking,Socializing,Talent / Available for Work,Consultancy Work,Business Partner",,5ac698424176e5001fa1d6fd
,,70,,"Paris Area, France",,,,5ac70d704176e5001fa1d820
,,6,,Paris,"A Mentor,Co-founders,Exchange of Ideas","Business Partner,Exchange of Ideas,Freelancing",,5ac773fc4176e5001fa1d8c2
,,126,,"Paris Area, France",Clients,Exchange of Ideas,,5ac7b06b4176e5001fa1d92e
,,"12,15,14,124,70",,"Paris Area, France","A New Job,A Mentor,Exchange of Ideas,Industry Expertise,Professional Networking","Exchange of Ideas,Socializing,Professional Networking,Freelancing,Business Partner",,5ac855bb4176e5001fa1d988
,,"17,119",,Paris,"Business Partner,Co-founders","Business Partner,Co-founders,Services/Products",,5aca14174176e5001fa1db56
,,"80,132,124",,North Bay Village,"A Mentor,Exchange of Ideas,Clients","Mentorship,Consultancy Work,Job Positions",,5acab40a4176e5001fa1dc13
,,"52,135,112,94,58",,,A New Job,"Job Positions,Professional Networking",,5acacbb14176e5001fa1dc2f
,,"1,94,52,53,135",,Tijuana,"Projects,A New Job,Professional Networking,Industry Expertise","Exchange of Ideas,Talent / Available for Work,Professional Networking,Industry Expertise,Consultancy Work",,5acad3f14176e5001fa1dc31
